ID,Name,Age,Nationality,Overall,Potential,Club,Value,Wage,Preferred Foot,International Reputation,Skill Moves,Position,Joined,Contract Valid Until,Height,Weight,Release Clause
121933,R. Adler,33,Germany,79,79,1. FSV Mainz 05,6500,25,Right,2,1,GK,2017,01/01/2019,6.25,187,11700
134820,S. Brown,33,Scotland,77,77,Celtic,3600,47,Right,2,3,CDM,2007,01/01/2019,5.75,176,6500
135043,A. Lindegaard,34,Denmark,68,68,Burnley,375,14,Right,2,1,GK,2017,01/01/2019,6.333333333,187,713
135507,Fernandinho,33,Brazil,86,86,Manchester City,18000,185,Right,3,3,CDM,2013,01/01/2020,5.833333333,148,33300
135576,Diego Barcelos,33,Brazil,69,69,CD Nacional,650,6,Right,1,4,CAM,2017,01/01/2020,5.583333333,154,1400
135587,N. Mäenpää,33,Finland,69,69,Bristol City,525,14,Right,1,1,GK,2018,01/01/2019,6.25,190,998
135647,P. Calandria,36,Argentina,69,69,CD O'Higgins,375,3,Right,1,2,ST,2012,01/01/2018,6,176,506
137186,A. Barzagli,37,Italy,84,84,Juventus,4200,95,Right,3,2,CB,2011,01/01/2019,6.166666667,192,6900
137242,L. Jiménez,34,Chile,72,72,CD Palestino,1600,4,Right,2,3,RW,2018,01/01/2019,6,165,2100
137410,D. Gastaldello,35,Italy,71,71,Brescia,550,2,Right,2,2,LCB,2017,01/01/2019,6.083333333,170,853
137708,F. Dick,33,Germany,66,66,1. FC Kaiserslautern,250,2,Right,1,2,RB,2018,01/01/2019,6,185,363
138336,B. Holman,34,Australia,69,69,Brisbane Roar,525,4,Right,2,3,CAM,2016,01/01/2019,5.833333333,165,656
138412,J. Milner,32,England,81,81,Liverpool,13500,120,Right,2,3,CM,2015,01/01/2020,5.75,154,25700
138956,G. Chiellini,33,Italy,89,89,Juventus,27000,215,Left,4,2,LCB,2005,01/01/2020,6.166666667,187,44600
138981,Tiago Gomes,31,Portugal,67,67,CD Feirense,500,4,Left,1,3,LB,2017,01/01/2019,5.833333333,159,1100
139062,W. Caballero,36,Argentina,76,76,Chelsea,1000,39,Right,2,1,GK,2017,01/01/2019,6.083333333,179,1900
139533,A. Hutton,33,Scotland,70,70,Aston Villa,675,10,Right,2,3,RB,2011,01/01/2019,6.083333333,161,1300
139720,V. Kompany,32,Belgium,85,85,Manchester City,22000,170,Right,4,2,CB,2008,01/01/2019,6.25,187,40700
139997,D. Srna,36,Croatia,80,80,Cagliari,1700,27,Right,3,3,RB,2018,01/01/2019,5.833333333,172,2900
140082,Rafael,36,Brazil,75,75,Cagliari,900,14,Right,2,1,GK,2016,01/01/2019,6.166666667,176,1500
140222,P. Da Silva,38,Paraguay,72,72,,,0,Right,2,2,RCB,2016,,5.916666667,168,4585.060806
140293,A. Mirante,34,Italy,80,80,Roma,6000,51,Right,2,1,GK,2018,01/01/2021,6.333333333,174,10200
140420,B. Murphy,35,Republic of Ireland,64,64,Cardiff City,110,5,Right,1,1,GK,2016,01/01/2019,6,183,220
140423,J. Buxton,33,England,68,68,Burton Albion,375,5,Right,1,2,CB,2017,01/01/2019,5.916666667,183,656
140424,C. Beardsley,34,England,60,60,Burton Albion,110,2,Right,1,2,ST,2018,01/01/2019,6,179,193
140620,R. Klavan,32,Estonia,77,77,Cagliari,5000,30,Left,2,2,CB,2018,01/01/2020,6.166666667,187,8500
142454,Verza,31,Spain,71,71,CF Rayo Majadahonda,1600,5,Right,1,2,RCM,2018,01/01/2019,5.916666667,172,2500
142499,Aitor Sanz,33,Spain,73,73,CD Tenerife,1600,8,Right,1,3,CDM,2013,01/01/2019,5.916666667,157,2600
142998,C. Muñoz,41,Argentina,68,68,CD Universidad de Concepción,60,1,Right,1,1,GK,2013,01/01/2018,5.833333333,161,84
143076,A. Gómez,30,Argentina,84,84,Atalanta,30000,53,Right,3,4,LS,2014,01/01/2022,5.416666667,150,51000
144429,O. Wendt,32,Sweden,76,76,Borussia Mönchengladbach,4300,24,Left,2,3,LB,2011,01/01/2019,5.916666667,181,7200
144622,Raffael,33,Brazil,81,81,Borussia Mönchengladbach,11000,41,Right,2,4,CF,2013,01/01/2019,5.75,152,18700
145047,Bruno Saltor,37,Spain,74,74,Brighton & Hove Albion,650,25,Right,1,3,RB,2012,01/01/2019,5.916666667,168,1200
145996,Seoane,35,Spain,74,74,CD Lugo,1300,6,Right,1,2,RDM,2012,01/01/2021,5.833333333,165,2100
146453,Raúl Cámara,34,Spain,68,68,CD Tenerife,250,4,Right,1,3,RB,2013,01/01/2019,5.583333333,141,400
146462,Jorge García,34,Spain,68,68,CF Rayo Majadahonda,270,3,Left,1,2,CB,2017,01/01/2019,6,174,419
146521,Ripa,32,Spain,69,69,CD Numancia,575,5,Left,1,2,LB,2011,01/01/2019,5.833333333,161,920
146530,Dani Alves,35,Brazil,82,82,Paris Saint-Germain,4800,62,Right,4,4,RB,2017,01/01/2019,5.666666667,150,8900
146536,Jesús Navas,32,Spain,80,80,Sevilla FC,11500,22,Right,2,3,RM,2017,01/01/2021,5.583333333,132,24200
146947,Vesga,25,Spain,72,77,CD Leganés,3500,14,Left,1,3,CDM,2016,30/06/2019,6.25,185,4585.060806
146952,Iván Cuéllar,34,Spain,76,76,CD Leganés,3100,21,Left,1,1,GK,2017,01/01/2019,6.166666667,168,6500
146974,Miguel Flaño,33,Spain,67,67,CA Osasuna,300,4,Right,1,2,CB,2004,01/01/2019,5.833333333,154,480
146996,Rubén,34,Spain,68,68,CA Osasuna,375,3,Right,1,1,GK,2018,01/01/2019,6.166666667,179,600
147782,I. Denisov,34,Russia,80,80,Lokomotiv Moscow,4500,1,Right,2,3,RDM,2013,01/01/2019,5.75,154,9400
147899,C. Moţi,33,Romania,69,69,,,0,Right,1,2,LCB,2016,,6,172,4585.060806
150106,A. Papadopoulos,33,Greece,68,68,Brisbane Roar,375,3,Right,2,2,LCB,2017,01/01/2019,6.083333333,174,469
150724,J. Hart,31,England,79,79,Burnley,7500,45,Right,3,1,GK,2018,01/01/2020,6.416666667,201,14300
150995,B. Rotenberg,32,Finland,63,63,Lokomotiv Moscow,200,1,Right,1,2,RB,2016,01/01/2019,6.166666667,185,420
152211,R. Özcan,34,Austria,75,75,Bayer 04 Leverkusen,2700,36,Left,1,1,GK,2016,01/01/2019,6,172,4600
152729,Piqué,31,Spain,87,87,FC Barcelona,34000,240,Right,4,2,RCB,2008,01/01/2022,6.333333333,187,69700
152747,A. Lennon,31,England,76,76,Burnley,7000,48,Right,2,3,RM,2018,01/01/2020,5.416666667,139,13300
152908,A. Young,32,England,79,79,Manchester United,7000,110,Right,2,4,LB,2011,01/01/2019,5.75,143,13000
153079,S. Agüero,30,Argentina,89,89,Manchester City,64500,300,Right,4,4,ST,2011,01/01/2021,5.666666667,154,119300
153160,R. Raldes,37,Bolivia,70,70,,,0,Right,1,2,LB,2016,,5.916666667,172,4585.060806
155862,Sergio Ramos,32,Spain,91,91,Real Madrid,51000,380,Right,4,3,RCB,2005,01/01/2020,6,181,104600
155979,R. McCormack,31,Scotland,72,72,Central Coast Mariners,2800,16,Right,1,3,LS,2016,31/05/2019,5.75,163,4585.060806
156092,J. Villar,41,Paraguay,77,77,,,0,Right,2,1,GK,2016,,5.916666667,187,4585.060806
156432,G. Hoarau,34,,77,77,BSC Young Boys,4700,26,Right,2,3,LS,2014,01/01/2020,6.333333333,187,7000
156481,T. Moniwa,36,Japan,60,60,Cerezo Osaka,30,1,Right,1,2,CB,2015,01/01/2022,5.916666667,181,38
156519,H. Herrera,28,Mexico,81,81,FC Porto,17500,20,Right,3,3,CM,2013,01/01/2019,6,159,35000
156616,F. Ribéry,35,France,83,83,FC Bayern München,11500,72,Right,4,5,LM,2007,,5.583333333,159,19000
156713,A. Granqvist,33,Sweden,80,80,,,0,Right,2,2,LCB,2016,,6.333333333,185,4585.060806
156894,D. Pratley,33,England,66,66,Charlton Athletic,375,4,Right,1,3,RCM,2018,01/01/2020,6.083333333,152,656
157304,T. Vermaelen,32,Belgium,77,77,FC Barcelona,5000,110,Left,3,2,CB,2014,01/01/2019,6,176,10300
157960,Manuel Fernandes,32,Portugal,81,81,Lokomotiv Moscow,14000,1,Right,2,4,LM,2014,01/01/2019,5.75,165,29400
157978,K. Cissé,34,Mali,65,65,Central Coast Mariners,160,1,Right,1,2,RCB,2018,01/01/2019,6.166666667,187,200
158023,L. Messi,31,Argentina,94,94,FC Barcelona,110500,565,Left,5,4,RF,2004,01/01/2021,5.583333333,159,226500
158133,J. Farfán,33,Peru,79,79,Lokomotiv Moscow,7500,1,Right,2,4,CAM,2017,01/01/2020,5.833333333,185,15800
158172,M. Parensen,32,Germany,67,67,1. FC Union Berlin,425,9,Left,1,3,LB,2009,01/01/2019,5.916666667,174,680
158394,K. Reichel,31,Germany,73,73,1. FC Union Berlin,2600,23,Left,1,3,LB,2018,01/01/2020,6.083333333,183,4200
158657,T. Kessler,32,Germany,71,71,1. FC Köln,1400,10,Right,1,1,GK,2007,01/01/2019,6.5,203,2000
158685,Defendi,32,Brazil,71,71,CD Aves,1400,8,Left,1,2,CB,2017,01/01/2019,6.25,183,2900
158867,A. Gerrard,32,Republic of Ireland,65,65,Carlisle United,300,3,Right,1,2,LCB,2018,01/01/2019,6.166666667,183,525
158963,L. Biglia,32,Argentina,82,82,Milan,12500,98,Right,3,3,,2017,01/01/2020,5.833333333,139,21300
160770,O. Skúlason,35,Iceland,71,71,,,0,Right,2,2,CDM,2016,,6,179,4585.060806
161805,V. Behrami,33,Switzerland,76,76,Udinese,3100,24,Right,2,3,CM,2017,01/01/2019,6.083333333,172,5600
161956,Borja Valero,33,Spain,81,81,Inter,11000,74,Right,3,4,CAM,2017,01/01/2020,5.75,161,18700
162054,M. Bunn,33,England,69,69,Aston Villa,525,7,Right,1,1,GK,2015,01/01/2019,6,170,998
162280,A. Mierzejewski,31,Poland,75,75,Changchun Yatai FC,6000,12,Left,2,4,RM,2018,01/01/2019,5.75,161,12900
162297,D. Padelli,32,Italy,74,74,Inter,3200,34,Left,2,1,GK,2017,01/01/2019,6.25,181,5500
162835,S. Handanovič,33,Slovenia,88,88,Inter,30000,110,Right,3,1,GK,2012,01/01/2021,6.333333333,203,51000
162895,Cesc Fàbregas,31,Spain,83,83,Chelsea,22000,140,Right,4,3,CM,2014,,5.833333333,170,40700
163261,P. Bardsley,33,Scotland,72,72,Burnley,1200,32,Right,1,3,RB,2017,01/01/2019,5.916666667,174,2300
163264,T. Heaton,32,England,79,79,Burnley,7000,45,Right,2,1,GK,2013,01/01/2020,6.166666667,203,13300
163303,G. Whelan,34,Republic of Ireland,70,70,Aston Villa,550,10,Right,2,2,CDM,2017,01/01/2019,5.916666667,176,1000
163407,A. Raggi,34,Italy,75,75,AS Monaco,2000,48,Right,2,2,CB,2012,01/01/2019,6.166666667,181,3800
163581,T. Craig,33,England,65,65,Bristol Rovers,220,3,Left,1,2,LCB,2018,01/01/2019,6.083333333,174,385
163616,J. Young,32,England,67,67,Brisbane Roar,450,2,Left,1,1,GK,2014,01/01/2020,5.916666667,183,563
163619,J. Hayes,30,Republic of Ireland,71,71,Celtic,2200,31,Left,1,3,LM,2017,01/01/2020,5.666666667,161,4000
163670,B. Safari,33,Sweden,70,70,Malmö FF,675,4,Left,2,3,LCB,2016,01/01/2020,5.916666667,163,878
163711,L. Diarra,33,France,80,80,Paris Saint-Germain,6000,75,Right,3,3,CDM,2018,01/01/2019,5.75,163,11100
163856,C. Dagnall,32,England,64,64,Bury,350,4,Right,1,2,ST,2018,01/01/2019,5.666666667,165,613
163998,T. Tzimopoulos,32,New Zealand,68,68,,,0,Right,1,2,CB,2016,,6.166666667,181,4585.060806
164240,Thiago Silva,33,Brazil,88,88,Paris Saint-Germain,24000,165,Right,4,2,RCB,2012,01/01/2020,6,181,44400
164467,J. Ward,32,Northern Ireland,67,67,Charlton Athletic,600,17,Right,1,3,ST,2016,01/01/2019,5.416666667,130,4585.060806
164468,G. Cahill,32,England,80,80,Chelsea,8500,99,Right,3,2,CB,2012,01/01/2019,6.333333333,194,15700
164470,Pita,33,Spain,70,70,CD Lugo,725,5,Right,1,2,CDM,2010,01/01/2021,6.166666667,179,1200
164471,Xisco,32,Spain,71,71,CA Osasuna,1900,8,Right,1,3,ST,2017,01/01/2019,6.166666667,168,3000
164484,J. Dahlin,31,Sweden,71,71,Malmö FF,1400,4,Right,1,1,GK,2017,01/01/2020,6.25,198,1900
164626,T. Kristensen,35,Denmark,70,70,Brisbane Roar,425,3,Right,1,3,RDM,2016,01/01/2019,6.166666667,174,531
164645,S. Dawson,32,Republic of Ireland,62,62,Bury,230,3,Right,1,2,CM,2017,01/01/2020,6,157,403
164857,Edinho,35,Portugal,73,73,CD Feirense,1800,9,Right,1,3,ST,2018,01/01/2019,6,163,3900
165109,S. Radu,31,Romania,80,80,Lazio,10000,51,Left,2,3,LCB,2008,01/01/2020,6,174,17000
165153,K. Benzema,30,France,85,85,Real Madrid,37000,240,Right,4,4,ST,2009,01/01/2021,6.083333333,179,75900
165229,L. Koscielny,32,France,82,82,Arsenal,12500,115,Right,3,2,,2010,01/01/2020,6.083333333,165,23800
165321,S. Ward,32,Republic of Ireland,75,75,Burnley,3700,42,Left,2,3,LB,2014,01/01/2019,6.083333333,176,7000
165429,C. Keşerü,31,Romania,73,73,,,0,Left,2,2,CAM,2016,,5.833333333,157,4585.060806
165509,B. Clarke,30,Republic of Ireland,66,66,Charlton Athletic,625,4,Left,1,3,ST,2017,01/01/2019,5.583333333,141,1100
165738,J. Kennedy,31,England,63,63,Carlisle United,325,3,Right,1,2,CM,2015,01/01/2019,6.083333333,165,569
165894,Yang Dong Hyen,32,Korea Republic,65,65,Cerezo Osaka,425,3,Right,1,3,ST,2018,01/01/2023,6.083333333,176,531
166841,N. Adams,31,Wales,65,65,Bury,475,4,Right,1,3,RWB,2018,01/01/2019,5.75,154,831
166848,N. Danns,35,Guyana,63,63,Bury,150,2,Right,1,2,CM,2016,01/01/2019,5.75,172,263
166851,K. Árnason,35,Iceland,70,70,,,0,Right,1,2,RCB,2016,,6.25,181,4585.060806
167397,Falcao,32,Colombia,84,84,AS Monaco,25000,115,Right,3,3,RS,2013,01/01/2020,5.833333333,159,47500
167495,M. Neuer,32,Germany,89,89,FC Bayern München,38000,130,Right,5,1,GK,2011,01/01/2021,6.333333333,203,62700
167514,D. Basta,33,Serbia,77,77,Lazio,3400,41,Right,2,3,RB,2014,01/01/2023,6,159,5800
167664,G. Higuaín,30,Argentina,88,88,Milan,57000,245,Right,4,3,LS,2016,30/06/2019,6.083333333,196,4585.060806
167694,M. Connolly,30,England,67,67,Cardiff City,550,13,Right,1,2,RB,2012,01/01/2020,6.166666667,185,1100
167905,A. Valencia,32,Ecuador,81,81,Manchester United,10000,120,Right,2,3,RM,2009,01/01/2019,5.916666667,183,18500
168312,I. Abate,31,Italy,77,77,Milan,6000,68,Right,2,3,RB,2009,01/01/2019,5.916666667,161,10200
168542,David Silva,32,Spain,90,90,Manchester City,60000,285,Left,4,4,LCM,2010,01/01/2020,5.666666667,148,111000
168607,Rafinha,32,Brazil,76,76,FC Bayern München,4300,53,Right,2,3,RB,2011,01/01/2019,5.666666667,150,7000
168609,Miranda,33,Brazil,85,85,Inter,15500,96,Right,3,2,CB,2017,01/01/2020,6.083333333,172,26400
168633,D. Grainger,31,England,63,63,Carlisle United,240,3,Left,1,2,LB,2014,01/01/2019,5.833333333,172,420
168650,Z. Kuzmanović,30,Serbia,71,71,FC Basel 1893,2200,17,Right,2,3,CM,2015,01/01/2023,6.083333333,176,3300
168651,I. Rakitić,30,Croatia,87,87,Fc Barcelona,46500,260,Right,4,3,RCM,2014,01/01/2021,6,172,95300
168651,I. Rakitić,30,Croatia,87,87,FC Barcelona,46500,260,Right,4,3,RCM,2014,01/01/2021,6,172,95300
169115,A. Masiello,32,Italy,79,79,Atalanta,7000,30,Right,2,2,CB,2011,01/01/2023,6,181,11900
169214,S. Sinclair,29,England,75,75,Celtic,6500,48,Right,2,4,LM,2016,01/01/2020,5.833333333,154,11700
169345,M. Suttner,31,Austria,73,73,Brighton & Hove Albion,2600,33,Left,1,3,LB,2017,01/01/2020,5.833333333,161,5000
169404,J. Fejzić,32,Bosnia Herzegovina,69,69,1. FC Magdeburg,600,6,Right,1,1,GK,2018,01/01/2020,6.5,209,930
169423,S. Ekramy,34,Egypt,69,69,,,0,Right,1,1,GK,2016,,6.333333333,205,4585.060806
169424,I. Bandalovski,31,Bulgaria,67,67,,,0,Right,1,3,RB,2016,,6,170,4585.060806
169447,M. McGlinchey,31,New Zealand,62,62,Central Coast Mariners,270,1,Right,1,3,CAM,2018,01/01/2020,5.75,150,338
169493,F. Fielding,30,England,69,69,Bristol City,675,14,Right,1,1,GK,2013,01/01/2019,6.083333333,168,1300
169575,L. Peltier,31,England,69,69,Cardiff City,700,19,Right,1,2,RB,2015,01/01/2020,5.833333333,161,1400
169619,G. Liddle,32,England,65,65,Carlisle United,300,3,Right,1,2,RCB,2017,01/01/2019,6.083333333,174,525
169706,J. Cork,29,England,78,78,Burnley,10000,58,Right,2,3,RCM,2017,01/01/2021,6,165,19000
169721,M. Richards,30,England,68,68,Aston Villa,675,8,Right,2,2,CB,2015,01/01/2019,5.916666667,183,1300
169843,B. Turner,29,England,68,68,Burton Albion,700,5,Left,1,2,CB,2016,01/01/2019,6.333333333,201,1200
169912,B. Moore,29,England,62,62,Bury,300,3,Right,1,2,RS,2018,01/01/2019,5.75,159,525
170309,F. Piovaccari,33,Italy,64,64,Córdoba CF,280,3,Right,1,2,ST,2018,01/01/2019,5.916666667,170,434
170569,David Rodríguez,32,Spain,69,69,CA Osasuna,850,6,Right,1,3,ST,2017,01/01/2020,5.833333333,165,1400
170636,A. Lithgow,30,Scotland,66,66,Livingston FC,475,2,Right,1,2,LCB,2018,01/01/2020,6.083333333,187,831
170815,S. Defour,30,Belgium,80,80,Burnley,13500,65,Right,2,3,LCM,2016,01/01/2019,5.75,159,25700
170828,Shikabala,32,Egypt,71,71,,,0,Left,1,5,LW,2016,,6,163,4585.060806
170890,B. Matuidi,31,France,85,85,Juventus,26000,145,Left,3,2,LM,2017,01/01/2020,5.916666667,165,42900
171019,D. Forde,38,Republic of Ireland,65,65,Cambridge United,40,2,Right,1,1,GK,2017,01/01/2019,6.166666667,198,70
171067,Rafa López,33,Spain,71,71,CF Rayo Majadahonda,950,5,Right,1,2,RCB,2018,01/01/2019,5.833333333,159,1500
171189,Aythami Artiles,32,Spain,72,72,Córdoba CF,1800,7,Right,1,2,LCB,2018,01/01/2020,6,172,2800
171315,Alfaro,31,Spain,69,69,Córdoba CF,925,5,Right,1,3,RM,2016,01/01/2019,5.75,161,1400
171320,G. Miller,31,Scotland,62,62,Carlisle United,200,2,Right,,,LB,2016,,5.946771114,165.9791288,4585.060806
171490,S. Aresti,32,Italy,67,67,Cagliari,450,8,Right,1,1,GK,2018,01/01/2020,6.166666667,172,765
171565,Linares,35,Spain,69,69,CF Reus Deportiu,475,4,Right,1,2,ST,2018,01/01/2019,5.916666667,172,736
171774,Luso,33,Spain,72,72,CF Rayo Majadahonda,1300,5,Right,1,2,LCB,2018,01/01/2019,6,165,2000
171833,D. Sturridge,28,England,80,80,Liverpool,15500,125,Left,3,4,ST,2013,01/01/2019,5.916666667,168,29500
171900,F. Schönheim,31,Germany,68,68,1. FC Union Berlin,600,11,Left,1,2,CB,2013,01/01/2019,6.25,203,960
171970,E. Upson,28,England,65,65,Bristol Rovers,525,3,Right,1,3,CM,2018,01/01/2020,5.916666667,161,919
171992,Juan Carlos,30,Spain,68,68,CD Numancia,575,4,Right,1,1,GK,2018,01/01/2020,6,168,920
172041,T. Mikkelsen,31,Denmark,67,67,Brisbane Roar,675,3,Right,1,3,LM,2018,01/01/2019,5.833333333,161,844
172178,B. Corr,33,Republic of Ireland,63,63,Cambridge United,230,4,Right,1,2,ST,2018,01/01/2018,6.25,174,403
172411,Servando,34,Spain,69,69,Cádiz CF,325,5,Right,1,2,CB,2014,01/01/2019,5.916666667,165,520
172425,S. Bamba,33,Ivory Coast,75,75,Cardiff City,2700,38,Right,1,2,LCB,2016,01/01/2020,6.25,190,5400
172680,S. Sinclair,30,England,60,60,Bristol Rovers,190,2,Right,1,2,CM,2014,01/01/2019,5.583333333,148,333
172716,Alex López,30,Spain,70,70,Brisbane Roar,1600,4,Right,1,3,LDM,2018,01/01/2019,5.833333333,157,2100
172823,N. Maynard,31,England,67,67,Bury,675,6,Right,1,3,LS,2018,01/01/2019,5.916666667,154,1200
172835,M. Andreolli,32,Italy,74,74,Cagliari,3200,25,Right,2,2,CB,2017,01/01/2019,6.166666667,176,5500
172837,E. Alfonso,30,Italy,68,68,Brescia,575,2,Right,1,1,GK,2018,01/01/2021,6.25,192,891
172879,Sokratis,30,Greece,84,84,Arsenal,23000,140,Right,3,2,RCB,2018,01/01/2021,6.083333333,187,43700
172904,L. Tomlin,29,England,70,70,Cardiff City,1700,25,Right,1,3,CAM,2017,01/01/2020,5.916666667,163,3500
172928,C. Lines,32,England,66,66,Bristol Rovers,475,4,Right,1,3,CM,2015,01/01/2019,6.166666667,174,831
172937,G. Murray,34,England,77,77,Brighton & Hove Albion,4700,51,Right,1,2,ST,2017,01/01/2020,6,176,8900
172962,V. Moses,27,Nigeria,78,78,Chelsea,11000,105,Right,2,4,RW,2012,01/01/2021,5.833333333,170,20400
173146,L. Cigarini,32,Italy,75,75,Cagliari,5000,29,Right,2,3,CM,2017,01/01/2019,5.75,159,8500
173147,D. Dessena,31,Italy,70,70,Cagliari,1500,17,Right,2,3,LCM,2012,01/01/2019,6,165,2600
173179,Torrejón,32,Spain,72,72,1. FC Union Berlin,1800,20,Right,1,2,CB,2017,01/01/2019,6.166666667,194,2900
173221,A. Candreva,31,Italy,81,81,Inter,15500,74,Right,3,4,RM,2016,01/01/2021,5.916666667,154,26400
173245,R. Fernández,33,Argentina,70,70,CD O'Higgins,1000,4,Right,1,3,LCM,2018,01/01/2018,5.666666667,157,1400
173325,De las Cuevas,32,Spain,70,70,Córdoba CF,1300,6,Right,1,3,LM,2018,01/01/2019,5.75,152,2100
173373,S. Romero,31,Argentina,80,80,Manchester United,9000,91,Right,3,1,GK,2015,01/01/2021,6.333333333,192,16700
173426,S. Mignolet,30,Belgium,79,79,Liverpool,8000,76,Right,3,1,GK,2013,01/01/2021,6.333333333,192,15200
173521,Marcano,31,Spain,82,82,Roma,15000,73,Left,3,2,,2018,01/01/2021,6.166666667,170,25500
173533,D. Button,29,England,68,68,Brighton & Hove Albion,600,14,Right,1,1,GK,2018,01/01/2021,6.25,192,1100
173614,J. Pearce,30,England,70,70,Charlton Athletic,1300,7,Left,1,2,LCB,2016,01/01/2020,6.083333333,157,2300
173671,K. McFadzean,31,England,68,68,Burton Albion,600,5,Right,1,2,LCB,2016,01/01/2019,6.083333333,187,1100
173673,S. Quinn,32,Republic of Ireland,67,67,Burton Albion,575,4,Left,1,3,CDM,2018,01/01/2019,5.5,132,1000
173731,G. Bale,28,Wales,88,88,Real Madrid,60000,355,Left,4,4,ST,2013,01/01/2022,6.083333333,181,123000
173735,N. Taylor,29,Wales,70,70,Aston Villa,1300,11,Left,2,3,LB,2017,01/01/2021,5.75,165,2600
173771,L. Piszczek,33,Poland,81,81,Borussia Dortmund,7000,57,Right,3,2,RB,2010,01/01/2020,6,174,11900
173818,Adrián,30,Spain,77,77,FC Porto,8500,16,Right,2,3,ST,2014,01/01/2019,6,161,17000
173891,L. Akins,29,England,67,67,Burton Albion,750,5,Right,1,3,RB,2014,01/01/2019,5.833333333,174,1300
174013,Olmo,33,Spain,68,68,CF Reus Deportiu,375,4,Left,1,2,LCB,2016,01/01/2019,5.833333333,181,581
174381,C. Riveros,35,Paraguay,76,76,,,0,Right,1,3,CAM,2016,,5.833333333,163,4585.060806
174543,C. Bravo,35,Chile,78,78,Manchester City,2400,50,Right,3,1,GK,2016,01/01/2020,6,176,4500
174754,G. Torres,29,Panama,70,70,CD Huachipato,1800,4,Right,1,3,RS,2018,01/01/2023,5.916666667,165,2400
175254,F. Caicedo,29,Ecuador,77,77,Lazio,9000,51,Left,2,3,ST,2017,01/01/2020,6,181,15300
