ID,Name,Age,Nationality,Overall,Potential,Club,Value,Wage,Preferred Foot,International Reputation,Skill Moves,Position,Joined,Contract Valid Until,Height,Weight,Release Clause
167397,Falcao,32,Colombia,84,84,AS Monaco,25000.0,115,Right,3.0,3.0,RS,2013,01/01/2020,5.833333333,159.0,47500.0
167495,M. Neuer,32,Germany,89,89,FC Bayern München,38000.0,130,Right,5.0,1.0,GK,2011,01/01/2021,6.333333333,203.0,62700.0
167514,D. Basta,33,Serbia,77,77,Lazio,3400.0,41,Right,2.0,3.0,RB,2014,01/01/2023,6.0,159.0,5800.0
167664,G. Higuaín,30,Argentina,88,88,Milan,57000.0,245,Right,4.0,3.0,LS,2016,30/06/2019,6.083333333,196.0,4585.060806
167694,M. Connolly,30,England,67,67,Cardiff City,550.0,13,Right,1.0,2.0,RB,2012,01/01/2020,6.166666667,185.0,1100.0
167905,A. Valencia,32,Ecuador,81,81,Manchester United,10000.0,120,Right,2.0,3.0,RM,2009,01/01/2019,5.916666667,183.0,18500.0
168312,I. Abate,31,Italy,77,77,Milan,6000.0,68,Right,2.0,3.0,RB,2009,01/01/2019,5.916666667,161.0,10200.0
168542,David Silva,32,Spain,90,90,Manchester City,60000.0,285,Left,4.0,4.0,LCM,2010,01/01/2020,5.666666667,148.0,111000.0
168607,Rafinha,32,Brazil,76,76,FC Bayern München,4300.0,53,Right,2.0,3.0,RB,2011,01/01/2019,5.666666667,150.0,7000.0
168609,Miranda,33,Brazil,85,85,Inter,15500.0,96,Right,3.0,2.0,CB,2017,01/01/2020,6.083333333,172.0,26400.0
168633,D. Grainger,31,England,63,63,Carlisle United,240.0,3,Left,1.0,2.0,LB,2014,01/01/2019,5.833333333,172.0,420.0
168650,Z. Kuzmanović,30,Serbia,71,71,FC Basel 1893,2200.0,17,Right,2.0,3.0,CM,2015,01/01/2023,6.083333333,176.0,3300.0
168651,I. Rakitić,30,Croatia,87,87,Fc Barcelona,46500.0,260,Right,4.0,3.0,RCM,2014,01/01/2021,6.0,172.0,95300.0
168651,I. Rakitić,30,Croatia,87,87,FC Barcelona,46500.0,260,Right,4.0,3.0,RCM,2014,01/01/2021,6.0,172.0,95300.0
169115,A. Masiello,32,Italy,79,79,Atalanta,7000.0,30,Right,2.0,2.0,CB,2011,01/01/2023,6.0,181.0,11900.0
169214,S. Sinclair,29,England,75,75,Celtic,6500.0,48,Right,2.0,4.0,LM,2016,01/01/2020,5.833333333,154.0,11700.0
169345,M. Suttner,31,Austria,73,73,Brighton & Hove Albion,2600.0,33,Left,1.0,3.0,LB,2017,01/01/2020,5.833333333,161.0,5000.0
169404,J. Fejzić,32,Bosnia Herzegovina,69,69,1. FC Magdeburg,600.0,6,Right,1.0,1.0,GK,2018,01/01/2020,6.5,209.0,930.0
169423,S. Ekramy,34,Egypt,69,69,,,0,Right,1.0,1.0,GK,2016,,6.333333333,205.0,4585.060806
169424,I. Bandalovski,31,Bulgaria,67,67,,,0,Right,1.0,3.0,RB,2016,,6.0,170.0,4585.060806
169447,M. McGlinchey,31,New Zealand,62,62,Central Coast Mariners,270.0,1,Right,1.0,3.0,CAM,2018,01/01/2020,5.75,150.0,338.0
169493,F. Fielding,30,England,69,69,Bristol City,675.0,14,Right,1.0,1.0,GK,2013,01/01/2019,6.083333333,168.0,1300.0
169575,L. Peltier,31,England,69,69,Cardiff City,700.0,19,Right,1.0,2.0,RB,2015,01/01/2020,5.833333333,161.0,1400.0
169619,G. Liddle,32,England,65,65,Carlisle United,300.0,3,Right,1.0,2.0,RCB,2017,01/01/2019,6.083333333,174.0,525.0
169706,J. Cork,29,England,78,78,Burnley,10000.0,58,Right,2.0,3.0,RCM,2017,01/01/2021,6.0,165.0,19000.0
169721,M. Richards,30,England,68,68,Aston Villa,675.0,8,Right,2.0,2.0,CB,2015,01/01/2019,5.916666667,183.0,1300.0
169843,B. Turner,29,England,68,68,Burton Albion,700.0,5,Left,1.0,2.0,CB,2016,01/01/2019,6.333333333,201.0,1200.0
169912,B. Moore,29,England,62,62,Bury,300.0,3,Right,1.0,2.0,RS,2018,01/01/2019,5.75,159.0,525.0
170309,F. Piovaccari,33,Italy,64,64,Córdoba CF,280.0,3,Right,1.0,2.0,ST,2018,01/01/2019,5.916666667,170.0,434.0
170569,David Rodríguez,32,Spain,69,69,CA Osasuna,850.0,6,Right,1.0,3.0,ST,2017,01/01/2020,5.833333333,165.0,1400.0
170636,A. Lithgow,30,Scotland,66,66,Livingston FC,475.0,2,Right,1.0,2.0,LCB,2018,01/01/2020,6.083333333,187.0,831.0
170815,S. Defour,30,Belgium,80,80,Burnley,13500.0,65,Right,2.0,3.0,LCM,2016,01/01/2019,5.75,159.0,25700.0
170828,Shikabala,32,Egypt,71,71,,,0,Left,1.0,5.0,LW,2016,,6.0,163.0,4585.060806
170890,B. Matuidi,31,France,85,85,Juventus,26000.0,145,Left,3.0,2.0,LM,2017,01/01/2020,5.916666667,165.0,42900.0
171019,D. Forde,38,Republic of Ireland,65,65,Cambridge United,40.0,2,Right,1.0,1.0,GK,2017,01/01/2019,6.166666667,198.0,70.0
171067,Rafa López,33,Spain,71,71,CF Rayo Majadahonda,950.0,5,Right,1.0,2.0,RCB,2018,01/01/2019,5.833333333,159.0,1500.0
171189,Aythami Artiles,32,Spain,72,72,Córdoba CF,1800.0,7,Right,1.0,2.0,LCB,2018,01/01/2020,6.0,172.0,2800.0
171315,Alfaro,31,Spain,69,69,Córdoba CF,925.0,5,Right,1.0,3.0,RM,2016,01/01/2019,5.75,161.0,1400.0
171320,G. Miller,31,Scotland,62,62,Carlisle United,200.0,2,Right,,,LB,2016,,5.946771114,165.9791288,4585.060806
171490,S. Aresti,32,Italy,67,67,Cagliari,450.0,8,Right,1.0,1.0,GK,2018,01/01/2020,6.166666667,172.0,765.0
171565,Linares,35,Spain,69,69,CF Reus Deportiu,475.0,4,Right,1.0,2.0,ST,2018,01/01/2019,5.916666667,172.0,736.0
171774,Luso,33,Spain,72,72,CF Rayo Majadahonda,1300.0,5,Right,1.0,2.0,LCB,2018,01/01/2019,6.0,165.0,2000.0
171833,D. Sturridge,28,England,80,80,Liverpool,15500.0,125,Left,3.0,4.0,ST,2013,01/01/2019,5.916666667,168.0,29500.0
171900,F. Schönheim,31,Germany,68,68,1. FC Union Berlin,600.0,11,Left,1.0,2.0,CB,2013,01/01/2019,6.25,203.0,960.0
171970,E. Upson,28,England,65,65,Bristol Rovers,525.0,3,Right,1.0,3.0,CM,2018,01/01/2020,5.916666667,161.0,919.0
171992,Juan Carlos,30,Spain,68,68,CD Numancia,575.0,4,Right,1.0,1.0,GK,2018,01/01/2020,6.0,168.0,920.0
172041,T. Mikkelsen,31,Denmark,67,67,Brisbane Roar,675.0,3,Right,1.0,3.0,LM,2018,01/01/2019,5.833333333,161.0,844.0
172178,B. Corr,33,Republic of Ireland,63,63,Cambridge United,230.0,4,Right,1.0,2.0,ST,2018,01/01/2018,6.25,174.0,403.0
172411,Servando,34,Spain,69,69,Cádiz CF,325.0,5,Right,1.0,2.0,CB,2014,01/01/2019,5.916666667,165.0,520.0
172425,S. Bamba,33,Ivory Coast,75,75,Cardiff City,2700.0,38,Right,1.0,2.0,LCB,2016,01/01/2020,6.25,190.0,5400.0
172680,S. Sinclair,30,England,60,60,Bristol Rovers,190.0,2,Right,1.0,2.0,CM,2014,01/01/2019,5.583333333,148.0,333.0
